idcliente,duration,previous,housing,campaign,loan,default,target,muestra
5128,105,0,0,2,0,0,0,0
5129,147,1,0,1,0,0,0,1
5130,196,0,1,2,0,0,0,0
5131,121,3,0,1,0,0,0,1
5132,102,1,1,1,0,0,0,1
5133,126,0,1,1,0,0,0,1
5134,142,0,1,2,1,0,0,1
5135,124,3,0,1,0,0,0,0
5136,202,20,1,4,1,0,0,1
5137,181,5,0,4,0,0,0,1
5138,176,3,0,1,0,0,0,1
5139,96,1,0,3,0,0,0,0
5140,133,0,0,2,0,0,0,0
5141,276,0,0,2,0,0,0,1
5142,260,0,0,6,0,0,0,1
5143,145,1,0,1,0,0,0,1
5144,108,0,0,1,0,0,0,1
5145,86,2,0,2,1,0,0,1
5146,82,1,0,2,0,0,0,1
5147,146,1,1,1,1,0,0,1
5148,124,0,1,1,0,0,0,1
5149,368,2,0,1,0,0,0,0
5150,200,0,0,1,0,0,0,1
5151,176,0,0,1,0,0,0,1
5152,145,4,0,1,0,0,0,1
5153,174,2,0,1,0,0,0,1
5154,254,1,1,5,0,0,0,1
5155,524,2,0,1,0,0,0,0
5156,99,5,0,2,0,0,0,1
5157,371,3,0,1,0,0,0,1
5158,297,1,0,1,0,0,0,1
5159,36,0,0,1,0,0,0,1
5160,139,3,0,1,0,0,0,0
5161,590,0,0,2,0,0,0,1
5162,229,2,0,1,1,0,0,1
5163,234,0,0,1,0,0,0,1
5164,114,5,0,6,0,0,0,1
5165,157,6,0,3,0,0,0,0
5166,217,7,0,1,0,0,0,1
5167,152,1,0,1,0,0,0,1
5168,78,1,0,2,0,0,0,1
5169,129,2,0,4,0,0,0,1
5170,228,1,0,1,0,0,0,0
5171,195,1,0,2,0,0,0,0
5172,244,4,0,2,0,0,0,1
5173,125,0,0,1,0,0,0,1
5174,344,1,0,1,0,0,0,1
5175,174,28,0,2,0,0,0,0
5176,158,12,1,1,1,0,0,0
5177,156,1,1,1,0,0,0,1
5178,201,3,0,3,0,0,0,1
5179,263,4,1,4,0,0,0,1
5180,88,3,1,3,1,0,0,1
5181,759,0,0,1,0,0,0,1
5182,337,6,0,1,1,0,0,1
5183,699,2,0,2,0,0,0,1
5184,237,0,0,4,0,0,0,1
5185,154,1,0,1,0,0,0,0
5186,157,0,0,6,0,0,0,1
5187,152,3,1,1,1,0,0,0
5188,794,0,0,2,0,0,0,1
5189,220,3,1,1,0,0,0,0
5190,269,6,1,5,0,0,0,0
5191,177,2,0,1,0,0,0,1
5192,62,0,1,2,1,0,0,1
5193,321,8,0,4,0,0,0,0
5194,145,3,1,1,0,0,0,1
5195,220,2,0,1,0,0,0,0
5196,267,3,0,1,0,0,0,0
5197,581,6,0,3,0,0,0,1
5198,664,3,0,1,0,0,0,1
5199,344,2,0,2,0,0,0,1
5200,30,2,1,1,0,0,0,1
5201,722,0,0,2,0,0,0,1
5202,143,7,0,1,0,0,0,0
5203,201,0,0,4,0,0,0,1
5204,180,2,0,1,1,0,0,1
5205,32,0,0,1,0,0,0,0
5206,181,0,0,2,0,0,0,1
5207,189,1,0,1,0,0,0,1
5208,264,0,1,4,0,0,0,1
5209,12,3,0,1,0,0,0,0
5210,150,0,1,1,0,0,0,1
5211,295,0,0,1,0,0,0,1
5212,9,0,0,1,0,0,0,0
5213,12,0,0,1,0,0,0,0
5214,101,2,0,2,0,0,0,1
5215,154,5,0,1,0,0,0,1
5216,133,0,0,3,0,0,0,0
5217,136,0,0,8,0,0,0,1
5218,6,0,1,1,0,0,0,1
5219,100,14,0,6,0,0,0,1
5220,222,0,0,2,0,0,0,1
5221,66,5,0,1,1,0,0,0
5222,296,2,0,1,0,0,0,0
5223,104,8,0,1,0,0,0,1
5224,7,0,0,1,0,0,0,1
5225,768,5,1,2,0,0,0,0
5226,273,1,0,1,0,0,0,1
5227,87,0,0,3,0,0,0,1
5228,245,0,0,2,0,0,0,1
5229,153,4,0,4,0,0,0,0
5230,453,1,1,1,0,0,0,0
5231,510,5,0,2,0,0,0,1
5232,329,4,0,2,0,0,0,0
5233,361,35,0,1,0,0,0,1
5234,11,0,0,1,0,0,0,1
5235,443,0,0,3,0,0,0,1
5236,111,3,0,2,0,0,0,1
5237,6,0,0,1,0,0,0,1
5238,45,0,0,1,0,0,0,1
5239,206,2,0,7,0,0,0,0
5240,240,0,1,3,0,0,0,1
5241,126,7,0,1,0,0,0,1
5242,13,7,1,1,0,0,0,1
5243,387,3,1,2,0,0,0,1
5244,113,3,0,5,0,0,0,0
5245,218,3,0,2,1,0,0,1
5246,8,0,0,1,0,0,0,1
5247,160,0,0,4,0,0,0,1
5248,315,1,0,6,0,0,0,0
5249,69,0,0,1,0,0,0,0
5250,175,0,0,2,0,0,0,1
5251,81,5,0,3,0,0,0,0
5252,9,0,0,1,0,0,0,1
5253,407,2,0,2,0,0,0,1
5254,23,41,1,1,1,0,0,1
5255,390,0,0,2,0,0,0,1
5256,245,0,1,1,0,0,0,1
5257,349,8,0,2,0,0,0,1
5258,6,0,1,1,0,0,0,1
5259,143,9,0,1,0,0,0,0
5260,12,0,1,1,0,0,0,1
5261,116,2,1,1,0,0,0,0
5262,122,4,1,1,1,0,0,0
5263,272,8,1,1,0,0,0,0
5264,135,13,0,2,0,0,0,0
5265,14,0,0,1,0,0,0,1
5266,115,16,0,2,0,0,0,0
5267,123,2,0,2,0,0,0,1
5268,250,2,0,1,0,0,0,0
5269,146,3,1,2,0,0,0,1
5270,8,0,0,1,0,0,0,0
5271,183,11,0,1,0,0,0,1
5272,183,7,0,3,0,0,0,0
5273,181,1,0,2,0,0,0,1
5274,88,0,0,1,0,0,0,1
5275,333,1,0,1,0,0,0,1
5276,7,0,0,1,0,0,0,1
5277,139,7,1,2,1,0,0,1
5278,201,3,0,5,0,0,0,1
5279,83,12,0,2,0,0,0,1
5280,189,4,0,1,0,0,0,0
5281,293,1,1,3,0,0,0,1
5282,104,0,1,1,0,0,0,1
5283,223,0,0,2,0,0,0,1
5284,161,2,0,1,0,0,0,1
5285,240,2,0,1,0,0,0,1
5286,138,5,0,1,0,0,0,1
5287,280,2,0,1,0,0,0,0
5288,333,0,0,2,0,0,0,1
5289,508,0,0,4,0,0,0,1
5290,1042,0,1,1,0,0,1,1
5291,1467,0,0,1,0,0,1,0
5292,1389,0,1,1,0,0,1,0
5293,579,0,1,1,0,0,1,0
5294,673,0,0,2,0,0,1,1
5295,562,0,1,2,1,0,1,0
5296,1201,0,1,1,1,0,1,0
5297,1030,0,1,1,0,0,1,0
5298,1623,0,1,1,0,0,1,1
5299,608,0,1,1,0,0,1,1
5300,1677,0,0,1,0,0,1,1
5301,918,0,1,1,0,0,1,1
5302,1297,0,1,3,0,0,1,1
5303,703,0,1,1,0,0,1,1
5304,1597,0,1,2,1,0,1,1
5305,732,0,1,2,1,0,1,1
5306,1138,0,1,1,0,0,1,0
5307,591,0,1,1,1,0,1,0
5308,786,0,1,1,0,0,1,0
5309,1574,0,1,2,0,0,1,1
5310,1689,0,1,4,1,0,1,1
5311,1102,0,1,2,0,0,1,1
5312,943,0,1,2,0,0,1,1
5313,813,0,0,1,0,0,1,1
5314,1084,0,1,1,0,0,1,1
5315,541,0,1,3,0,0,1,1
5316,1119,0,1,1,0,0,1,1
5317,1120,0,1,2,0,0,1,0
5318,513,0,1,1,1,0,1,0
5319,442,0,1,2,0,0,1,0
5320,756,0,1,1,0,0,1,1
5321,2087,0,1,2,0,0,1,0
5322,1120,0,1,2,0,0,1,1
5323,985,0,1,2,0,0,1,1
5324,617,0,1,4,0,0,1,1
5325,483,0,1,3,0,0,1,1
5326,772,0,1,1,0,0,1,1
5327,929,0,1,3,0,0,1,1
5328,538,0,1,1,0,0,1,1
5329,710,0,1,1,0,0,1,0
5330,653,0,1,1,0,1,1,1
5331,1028,0,1,2,0,0,1,0
5332,654,0,1,1,0,0,1,1
5333,1692,0,1,2,0,0,1,1
5334,2016,0,1,2,0,0,1,1
5335,665,0,1,2,0,0,1,1
5336,460,0,1,5,0,0,1,1
5337,757,0,0,2,0,0,1,1
5338,504,0,0,4,0,0,1,0
5339,1346,0,1,1,0,0,1,0
5340,568,0,1,4,0,0,1,0
5341,1000,0,1,1,0,1,1,1
5342,618,0,0,1,0,0,1,1
5343,2231,0,1,1,0,0,1,1
5344,395,0,1,2,0,0,1,0
5345,1015,0,1,1,1,0,1,0
5346,683,0,1,2,0,0,1,1
5347,470,0,1,1,0,0,1,1
5348,1001,0,1,4,0,0,1,1
5349,845,0,1,1,0,0,1,1
5350,753,0,1,6,1,0,1,1
5351,916,0,1,2,0,0,1,1
5352,945,0,1,2,0,0,1,1
5353,1721,0,1,2,0,0,1,1
5354,942,0,1,3,0,0,1,1
5355,476,0,1,1,0,0,1,1
5356,832,0,1,1,0,0,1,1
5357,1553,0,1,1,0,0,1,1
5358,1328,0,1,1,1,0,1,1
5359,1125,0,1,2,1,0,1,1
5360,858,0,1,1,0,0,1,1
5361,629,0,1,2,0,0,1,1
5362,704,0,1,1,0,0,1,1
5363,760,0,1,1,0,0,1,1
5364,930,0,1,1,0,0,1,1
5365,1028,0,1,2,0,0,1,1
5366,850,0,0,2,0,0,1,1
5367,927,0,1,1,0,0,1,1
5368,1423,0,1,3,0,0,1,1
5369,1162,0,1,4,0,0,1,1
5370,646,0,1,3,1,0,1,1
5371,755,0,1,1,0,0,1,1
5372,746,0,0,1,0,0,1,1
5373,695,0,1,1,0,0,1,1
5374,483,0,1,1,0,0,1,1
5375,1257,0,1,3,0,0,1,1
5376,520,0,1,2,1,0,1,1
5377,651,0,1,32,0,0,1,1
5378,920,0,1,2,0,0,1,0
5379,500,0,1,1,0,0,1,0
5380,911,0,1,2,0,0,1,1
5381,920,0,1,2,0,0,1,1
5382,1224,0,0,2,0,0,1,0
5383,1156,0,1,2,0,0,1,0
5384,1052,0,1,1,0,0,1,1
5385,1867,0,1,6,0,0,1,1
5386,1263,0,1,2,0,0,1,1
5387,697,0,1,3,0,0,1,1
5388,515,0,1,1,0,0,1,1
5389,813,0,1,1,1,0,1,1
5390,803,0,1,1,0,0,1,1
5391,844,0,1,1,0,0,1,1
5392,676,0,1,1,0,0,1,0
5393,1252,0,1,1,0,0,1,1
5394,1143,0,1,3,0,0,1,0
5395,528,0,1,1,0,0,1,1
5396,688,0,1,1,0,0,1,0
5397,803,0,1,1,1,0,1,1
5398,787,0,1,1,0,0,1,0
5399,619,0,1,2,0,0,1,1
5400,1230,0,1,3,0,0,1,1
5401,767,0,1,2,0,0,1,0
5402,912,0,1,1,0,0,1,1
5403,894,0,1,1,0,0,1,1
5404,1340,0,1,1,0,0,1,1
5405,897,0,1,1,0,0,1,1
5406,1297,0,1,3,0,0,1,1
5407,1193,0,1,5,0,0,1,1
5408,1064,0,1,4,1,0,1,1
5409,1187,0,1,4,0,0,1,0
5410,882,0,1,1,0,0,1,0
5411,943,0,1,2,0,0,1,0
5412,607,0,1,1,0,0,1,0
5413,1022,0,1,4,0,0,1,0
5414,552,0,1,3,0,0,1,0
5415,1622,0,1,2,0,0,1,0
5416,967,0,1,6,1,0,1,1
5417,579,0,1,5,0,0,1,0
5418,1218,0,1,3,0,0,1,1
5419,446,0,1,1,0,0,1,1
5420,1205,0,1,1,0,0,1,1
5421,1882,0,1,2,0,0,1,0
5422,1334,0,1,1,0,0,1,1
5423,182,0,1,2,0,0,1,1
5424,1777,0,1,1,0,0,1,1
5425,1182,0,1,4,0,0,1,1
5426,1045,0,1,1,1,0,1,0
5427,650,0,1,3,0,0,1,1
5428,1063,0,1,2,1,0,1,1
5429,1410,0,1,2,0,0,1,1
5430,843,0,1,2,0,0,1,1
5431,1392,0,1,2,0,0,1,0
5432,719,0,1,1,0,0,1,0
5433,565,0,1,1,0,0,1,1
5434,905,0,1,1,0,0,1,1
5435,783,0,1,2,0,0,1,1
5436,958,0,1,2,1,0,1,1
5437,412,0,1,1,0,1,1,1
5438,795,0,1,1,0,0,1,1
5439,828,0,1,4,0,0,1,1
5440,649,0,1,2,0,0,1,1
5441,506,0,1,2,0,0,1,0
5442,857,0,1,1,1,0,1,1
5443,1681,0,0,1,0,0,1,1
5444,681,0,1,3,0,0,1,1
5445,1697,0,1,2,0,0,1,1
5446,860,0,1,2,0,0,1,1
5447,799,0,1,1,0,0,1,0
5448,611,0,1,2,0,0,1,1
5449,923,0,1,3,0,0,1,1
5450,521,0,1,3,0,0,1,1
5451,1349,0,1,8,0,0,1,1
5452,736,0,1,2,0,0,1,1
5453,785,0,1,1,0,0,1,0
5454,1073,0,1,1,1,0,1,0
5455,924,0,1,1,0,0,1,1
5456,1030,0,1,1,0,0,1,1
5457,893,0,1,3,0,0,1,1
5458,588,0,1,3,0,0,1,1
5459,777,0,1,2,0,0,1,1
5460,597,0,0,6,0,0,1,0
5461,1015,0,1,3,0,0,1,1
5462,1392,0,1,2,0,0,1,1
5463,414,0,1,2,0,0,1,0
5464,788,0,1,11,0,0,1,1
5465,682,0,1,1,0,0,1,1
5466,543,0,1,2,0,0,1,0
5467,745,0,1,4,0,0,1,0
5468,679,0,0,2,0,0,1,1
5469,1560,0,1,2,0,0,1,1
5470,1234,0,1,3,0,0,1,0
5471,642,0,1,2,0,0,1,1
5472,895,0,1,4,0,0,1,1
5473,431,0,1,2,0,0,1,1
5474,741,0,1,6,0,0,1,1
5475,1272,0,1,4,0,0,1,1
5476,1446,0,1,7,0,0,1,0
5477,414,0,1,2,1,0,1,0
5478,748,0,1,3,0,0,1,1
5479,896,0,1,3,0,0,1,1
5480,764,0,1,2,0,0,1,1
5481,1063,0,1,5,0,0,1,1
5482,1205,0,1,1,0,0,1,1
5483,1051,0,1,1,1,0,1,0
5484,740,0,1,1,0,0,1,1
5485,731,0,1,3,0,0,1,1
5486,935,0,1,1,0,0,1,1
5487,751,0,1,1,1,0,1,0
5488,709,0,1,1,0,0,1,1
5489,3094,0,1,2,1,0,1,1
5490,938,0,0,2,0,0,1,1
5491,1560,0,1,2,0,0,1,1
5492,576,0,1,3,0,0,1,1
5493,543,0,1,2,0,0,1,1
5494,615,0,1,2,0,0,1,1
5495,507,0,1,1,0,0,1,1
5496,1183,0,1,1,0,0,1,1
5497,694,0,1,2,1,0,1,1
5498,806,0,1,1,0,0,1,0
5499,796,0,0,1,0,0,1,1
5500,664,0,1,2,0,0,1,1
5501,648,0,1,1,1,0,1,0
5502,864,0,1,2,0,0,1,1
5503,1730,0,1,1,0,0,1,0
5504,560,0,1,9,0,0,1,0
5505,543,0,1,1,1,0,1,1
5506,539,0,1,1,0,0,1,1
5507,733,0,1,1,0,0,1,0
5508,791,0,1,2,0,0,1,1
5509,746,0,1,1,0,0,1,0
5510,1207,0,1,1,0,0,1,1
5511,535,0,1,2,0,0,1,1
5512,1059,0,1,2,0,0,1,1
5513,789,0,1,3,0,0,1,0
5514,792,0,1,3,0,0,1,1
5515,833,0,1,2,0,0,1,1
5516,814,0,1,2,0,0,1,1
5517,1363,0,1,2,0,0,1,1
5518,751,0,1,3,0,0,1,0
5519,1109,0,1,3,0,0,1,1
5520,828,0,1,3,0,0,1,0
5521,917,0,1,1,0,0,1,1
5522,553,0,1,3,0,0,1,1
5523,762,0,1,3,0,0,1,0
5524,1133,0,1,2,1,0,1,1
5525,638,0,1,1,0,0,1,1
5526,763,0,1,1,0,0,1,0
5527,682,0,0,1,0,1,1,1
5528,604,0,1,2,0,0,1,0
5529,854,0,1,2,0,0,1,1
5530,855,0,1,2,0,0,1,1
5531,1269,0,1,1,0,0,1,1
5532,691,0,1,10,0,0,1,0
5533,1097,0,1,15,0,0,1,0
5534,1500,0,1,2,0,0,1,0
5535,1236,0,1,2,0,0,1,1
5536,886,0,1,3,0,0,1,1
5537,1343,0,1,3,1,0,1,0
5538,812,0,1,3,0,0,1,1
5539,1980,0,1,2,0,0,1,0
5540,722,0,1,3,0,0,1,1
5541,984,0,1,2,0,0,1,1
5542,228,0,1,2,0,0,1,0
5543,891,0,1,4,0,0,1,0
5544,745,0,1,12,0,0,1,1
5545,539,0,1,12,0,0,1,0
5546,1044,0,1,5,0,0,1,0
5547,1193,0,1,2,0,0,1,0
5548,526,0,1,2,0,0,1,0
5549,394,0,1,1,0,0,1,1
5550,659,0,1,2,1,0,1,1
5551,1036,0,1,1,0,0,1,1
5552,815,0,1,1,0,0,1,1
5553,563,0,1,1,0,0,1,1
5554,1068,0,1,1,0,0,1,1
5555,230,0,1,3,0,0,1,1
5556,747,0,1,2,0,0,1,1
5557,671,0,1,5,0,0,1,1
5558,555,0,1,5,0,1,1,1
5559,777,0,1,4,0,0,1,1
5560,605,0,1,6,0,0,1,0
5561,707,0,1,14,0,0,1,1
5562,432,0,1,4,0,1,1,0
5563,1173,0,1,3,0,0,1,1
5564,963,0,1,2,1,0,1,1
5565,941,0,1,3,1,1,1,1
5566,1025,0,0,7,0,0,1,0
5567,732,0,1,2,0,0,1,1
5568,1045,0,1,3,0,0,1,1
5569,768,0,1,1,0,0,1,1
5570,801,0,1,1,0,0,1,1
5571,482,0,1,2,0,1,1,0
5572,2456,0,1,2,0,0,1,1
5573,1259,0,1,6,0,0,1,0
5574,1363,0,1,7,0,0,1,0
5575,1336,0,1,4,0,0,1,1
5576,633,0,1,1,0,0,1,0
5577,1242,0,1,1,1,0,1,0
5578,524,0,1,15,0,0,1,0
5579,1141,0,1,4,0,0,1,1
5580,578,0,1,1,0,0,1,1
5581,984,0,1,2,0,0,1,0
5582,638,0,1,1,0,0,1,1
5583,767,0,1,2,0,0,1,1
5584,525,0,1,2,0,1,1,1
5585,563,0,1,1,0,0,1,1
5586,1449,0,1,6,1,0,1,1
5587,920,0,1,1,0,0,1,0
5588,1181,0,1,2,0,0,1,0
5589,908,0,1,1,0,0,1,1
5590,504,0,0,1,0,0,1,1
5591,208,0,0,1,0,0,1,1
5592,812,0,0,1,0,0,1,1
5593,910,0,1,2,0,0,1,1
5594,1446,0,0,1,0,0,1,1
5595,1149,0,0,2,0,0,1,0
5596,1123,0,0,1,0,0,1,1
5597,508,0,1,2,0,0,1,1
5598,736,0,1,2,0,0,1,0
5599,590,0,1,3,0,0,1,0
5600,636,0,0,1,0,0,1,1
5601,701,0,0,1,1,0,1,1
5602,761,0,0,2,0,0,1,1
5603,1558,0,0,1,0,1,1,1
5604,1053,0,0,2,0,0,1,1
5605,562,0,1,15,0,0,1,0
5606,1865,0,1,2,1,0,1,1
5607,817,0,0,2,0,0,1,1
5608,494,0,1,5,0,0,1,0
5609,1018,0,0,3,0,0,1,0
5610,884,0,1,4,0,0,1,1
5611,406,0,1,2,0,0,1,0
5612,554,0,0,1,0,0,1,1
5613,709,0,1,5,0,0,1,1
5614,1276,0,1,2,1,0,1,1
5615,381,0,0,2,1,0,1,1
5616,862,0,1,11,0,0,1,1
5617,460,0,1,4,0,0,1,1
5618,712,0,1,2,0,1,1,0
5619,642,0,1,2,0,0,1,1
5620,554,0,1,2,0,0,1,0
5621,467,0,1,3,0,0,1,1
5622,648,0,0,2,0,0,1,1
5623,2653,0,1,3,0,0,1,0
5624,1085,0,0,1,0,0,1,0
5625,94,0,1,2,0,0,1,1
5626,369,0,1,2,0,0,1,1
5627,1469,0,1,9,0,0,1,1
5628,685,0,0,3,0,0,1,0
5629,1055,0,1,10,0,0,1,0
5630,882,0,0,1,0,0,1,0
5631,901,0,0,1,0,0,1,1
5632,700,0,0,1,0,0,1,1
5633,491,0,1,6,0,0,1,0
5634,940,0,0,1,0,0,1,1
5635,3881,0,0,3,0,0,1,1
5636,952,0,0,2,0,0,1,1
5637,486,0,0,3,0,0,1,0
5638,442,0,1,8,0,0,1,1
5639,1137,0,0,3,0,0,1,0
5640,878,0,0,3,0,0,1,0
5641,583,0,0,4,1,0,1,1
5642,1159,0,0,4,0,0,1,0
5643,893,0,0,8,1,0,1,1
5644,867,0,0,1,1,0,1,1
5645,587,0,0,1,0,0,1,1
5646,706,0,0,1,0,0,1,1
5647,1199,0,0,1,0,0,1,1
5648,935,0,0,1,0,0,1,1
5649,586,0,0,1,0,0,1,1
5650,967,0,0,2,0,0,1,0
5651,595,0,0,2,0,0,1,0
5652,1290,0,0,2,0,0,1,1
5653,1010,0,0,3,0,0,1,0
5654,614,0,0,2,0,0,1,1
5655,885,0,0,1,0,0,1,1
5656,651,0,0,5,0,0,1,0
5657,993,0,0,6,0,0,1,1
5658,577,0,1,2,0,0,1,1
5659,1141,0,0,6,0,0,1,1
5660,1268,0,1,2,0,0,1,0
5661,541,0,1,17,0,0,1,1
5662,1243,0,0,7,1,0,1,1
5663,465,0,1,3,0,1,1,0
5664,513,0,1,2,0,0,1,0
5665,686,0,1,11,0,0,1,1
5666,741,0,1,4,1,0,1,1
5667,1323,0,0,9,0,0,1,1
5668,617,0,0,1,0,0,1,1
5669,1093,0,0,1,0,0,1,1
5670,1395,0,1,2,0,0,1,1
5671,1089,0,0,1,0,0,1,1
5672,1248,0,1,3,0,0,1,0
5673,721,0,0,3,1,0,1,1
5674,750,0,1,2,0,0,1,0
5675,637,0,0,6,0,0,1,1
5676,2769,0,0,4,0,0,1,1
5677,556,0,0,1,0,0,1,0
5678,522,0,0,1,0,0,1,1
5679,490,0,1,4,0,0,1,1
5680,1051,0,0,3,0,0,1,1
5681,1345,0,0,3,0,0,1,1
5682,676,0,0,2,0,0,1,1
5683,775,0,1,3,0,0,1,1
5684,2621,0,0,3,0,0,1,0
5685,835,0,0,1,0,0,1,1
5686,1029,0,0,1,0,0,1,1
5687,371,0,0,2,0,0,1,0
5688,1528,0,1,2,0,0,1,1
5689,1540,0,0,1,0,0,1,1
5690,973,0,0,1,0,0,1,0
5691,537,0,0,1,0,0,1,1
5692,707,0,0,1,0,0,1,0
5693,625,0,1,2,1,0,1,1
5694,1255,0,0,1,0,0,1,1
5695,2093,0,0,1,0,0,1,1
5696,704,0,1,4,0,0,1,1
5697,771,0,0,2,0,0,1,1
5698,1060,0,1,5,0,0,1,1
5699,1574,0,0,3,1,0,1,0
5700,1135,0,0,4,0,0,1,1
5701,512,0,1,1,0,0,1,1
5702,1007,0,0,1,1,0,1,1
5703,1318,0,0,3,0,0,1,1
5704,922,0,0,2,0,0,1,1
5705,585,0,1,1,0,0,1,1
5706,2028,0,0,1,0,0,1,1
5707,952,0,0,4,0,1,1,1
5708,834,0,0,1,0,0,1,0
5709,500,0,1,2,0,0,1,1
5710,651,0,0,3,0,0,1,1
5711,835,0,1,3,0,0,1,0
5712,683,0,0,3,0,0,1,0
5713,1012,0,1,1,0,0,1,1
5714,958,0,1,7,0,0,1,0
5715,973,0,0,2,0,0,1,1
5716,1467,0,0,4,0,0,1,1
5717,792,0,1,1,0,0,1,0
5718,911,0,0,1,1,0,1,1
5719,382,0,1,7,0,0,1,0
5720,1210,0,0,1,0,0,1,0
5721,716,0,0,2,0,0,1,1
5722,838,0,0,1,1,0,1,0
5723,422,0,0,1,1,0,1,1
5724,1098,0,0,2,1,0,1,0
5725,1573,0,0,5,0,0,1,1
5726,1663,0,1,1,0,0,1,1
5727,560,0,0,3,1,0,1,1
5728,1617,0,1,1,1,0,1,1
5729,570,0,1,2,1,0,1,1
5730,1422,0,1,10,0,0,1,1
5731,1023,0,0,3,0,0,1,1
5732,808,0,0,2,0,0,1,1
5733,585,0,1,2,0,0,1,1
5734,693,0,0,3,0,0,1,1
5735,546,0,1,10,0,0,1,1
5736,1094,0,0,3,0,0,1,0
5737,1036,0,1,5,1,0,1,0
5738,1409,0,0,2,0,0,1,1
5739,988,0,0,4,0,0,1,1
5740,498,0,0,2,0,1,1,1
5741,670,0,1,3,0,0,1,1
5742,662,0,1,2,0,0,1,1
5743,528,0,1,2,0,0,1,1
5744,519,0,1,3,0,0,1,1
5745,677,0,1,3,1,0,1,1
5746,3183,0,0,2,1,0,1,1
5747,422,0,0,6,1,0,1,1
5748,856,0,0,2,1,0,1,1
5749,479,0,1,9,0,0,1,1
5750,1135,0,0,2,0,0,1,1
5751,650,0,0,2,0,0,1,1
5752,587,0,0,3,1,0,1,1
5753,676,0,0,1,1,0,1,1
5754,584,0,0,1,0,0,1,1
5755,1576,0,0,3,0,0,1,0
5756,150,0,1,2,0,0,1,1
5757,1044,0,1,3,0,0,1,1
5758,491,0,1,3,0,0,1,1
5759,494,0,1,4,0,0,1,0
5760,615,0,0,2,0,0,1,1
5761,718,0,1,2,0,0,1,0
5762,434,0,1,3,0,0,1,1
5763,782,0,0,1,0,0,1,0
5764,1272,0,1,3,0,0,1,0
5765,722,0,0,3,1,0,1,0
5766,621,0,0,2,0,0,1,1
5767,629,0,0,2,0,0,1,0
5768,385,0,0,5,0,0,1,1
5769,889,0,0,1,0,0,1,0
5770,625,0,0,1,1,0,1,1
5771,532,0,0,1,1,0,1,1
5772,574,0,0,1,1,0,1,1
5773,599,0,1,1,1,1,1,1
5774,849,0,0,1,1,0,1,1
5775,973,0,1,3,1,0,1,1
5776,830,0,0,5,0,0,1,1
5777,719,0,0,2,0,0,1,1
5778,509,0,0,4,1,0,1,1
5779,740,0,1,1,1,0,1,1
5780,534,0,0,1,0,1,1,0
5781,732,0,0,1,1,1,1,0
5782,531,0,0,1,0,0,1,1
5783,634,0,0,1,1,0,1,0
5784,460,0,0,3,1,0,1,0
5785,705,0,0,1,0,0,1,1
5786,574,0,0,2,1,0,1,0
5787,1767,0,1,2,1,0,1,1
5788,681,0,0,1,1,0,1,0
5789,1082,0,0,1,1,0,1,0
5790,730,0,0,1,1,0,1,1
5791,716,0,0,5,1,0,1,1
5792,803,0,0,2,1,1,1,1
5793,831,0,1,1,1,0,1,1
5794,635,0,0,1,0,0,1,0
5795,819,0,0,3,1,0,1,1
5796,658,0,0,2,1,0,1,1
5797,1061,0,0,4,1,0,1,0
5798,687,0,0,2,1,0,1,0
5799,537,0,0,1,0,0,1,0
5800,781,0,1,1,0,0,1,1
5801,1486,0,1,1,0,0,1,0
5802,645,0,1,1,0,0,1,1
5803,1242,0,0,1,0,0,1,1
5804,990,0,1,1,0,0,1,1
5805,662,0,1,1,0,0,1,1
5806,625,0,0,1,1,0,1,0
5807,727,0,1,3,1,0,1,1
5808,426,0,0,3,1,1,1,1
5809,1121,0,1,1,0,0,1,0
5810,869,0,1,1,0,0,1,0
5811,556,0,1,5,1,1,1,1
5812,359,0,0,5,1,0,1,0
5813,1014,0,1,1,1,0,1,0
5814,1290,0,1,4,1,0,1,1
5815,564,0,0,5,1,0,1,1
5816,1439,0,0,6,1,0,1,1
5817,919,0,0,2,1,0,1,1
5818,1426,0,1,3,1,0,1,1
5819,901,0,0,1,0,0,1,0
5820,998,0,1,4,0,0,1,1
5821,255,0,1,1,0,0,1,1
5822,804,0,1,1,1,0,1,0
5823,961,0,1,1,1,0,1,1
5824,39,0,1,1,0,0,1,1
5825,982,0,1,1,0,0,1,1
5826,584,0,1,1,0,0,1,1
5827,720,0,0,2,1,0,1,1
5828,627,0,1,1,1,0,1,1
5829,1341,0,0,7,1,0,1,0
5830,634,0,1,1,0,0,1,1
5831,829,0,0,5,1,0,1,1
5832,476,0,1,4,0,0,1,1
5833,724,0,0,1,0,0,1,1
5834,500,0,1,1,0,0,1,0
5835,2029,0,0,1,1,0,1,1
5836,1499,0,0,3,0,0,1,1
5837,1399,0,1,1,1,0,1,1
5838,1187,0,0,3,0,0,1,1
5839,487,0,1,1,0,0,1,1
5840,1097,0,0,3,1,0,1,1
5841,812,0,1,1,0,0,1,1
5842,1060,0,1,2,0,0,1,1
5843,614,0,0,2,1,0,1,1
5844,764,0,0,2,0,0,1,0
5845,1120,0,1,2,0,0,1,1
5846,963,0,1,2,0,0,1,1
5847,1973,0,1,2,0,0,1,1
5848,1041,0,1,2,0,0,1,1
5849,911,0,1,2,0,0,1,0
5850,853,0,1,2,0,0,1,0
5851,1649,0,1,2,0,0,1,1
5852,1310,0,0,2,0,0,1,1
